Gene,GSM3574340,GSM3574341,GSM3574342,GSM3574343,GSM3574344,GSM3574345,GSM3574346,GSM3574347,GSM3574348,GSM3574349,GSM3574350,GSM3574351,GSM3574352,GSM3574353,GSM3574354,GSM3574355,Symbol
Marcksl1,531,431,256,839,486,1373.94,226,331,1080.14,533,183,209,157,194,261,45,Marcksl1
Fam110b,105,119,62,154,97,382,81,70,304,108,37,17,36,32,85,32,Fam110b
Itgb3bp,242.00035,242.00049,177,432.0002,304.9998,180.9998,69,184.99967,138.99971,214.99965,168.00022,173.00043,154.00024,176,121.00033,42,Itgb3bp
Otub2,120,158,89,145,117,285,96,83,229,132,32,32,45,46,87,8,Otub2
Pou2f3,23.1062,21.1069,13.0374,28.0969,21.1003,24.1399,13.0531,24.075,24.0553,24.1053,14.071,6.02999,14.0302,12.0596,19.1063,0,Pou2f3
Dis3,582,680,585,753,843,624,396,532,580,765,610,598,503,582,428,95,Dis3
Zc3h12a,95,143,34,97,52,678,101,27,488,98,8,8,13,18,32,10,Zc3h12a
Mad2l2,173.0003,184.99967,58.00003,184.00035,129.00018,400,117.00001,61.99999,310.9996,129.00003,27,20,39,47.00007,92,9,Mad2l2
1700109h08rikl,20.2458,24.145,16.5015,21.1058,36.25,38.4817,5.75677,21.9428,39.8056,41.5641,14.3928,16.6219,24.4119,35.4102,20.6139,9.6939,1700109H08Rikl
C5h1orf185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5h1orf185
Fubp3,407.96801,374.98093,188.978,495.9798,382.63431,874.807,330.00029,253.93421,761.9658,374.8498,155.9507,154.9763,160.8881,166.97508,222.9813,15,Fubp3
Or10j5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Or10j5
Lrrc57,461.57,476.954,314.888,747.322,417,715.641,250.929,358,513.155,529.297,207,174,234,229,338.242,17.2507,Lrrc57
Lad1,86,136,23,102,54,257,61,27,252,59,5,4,14,10,20,12,Lad1
Klf12,184.9998,166.9996,105,125,182.9995,292,96,87,247.9998,130.9998,80,63,63,104.00004,97,13,Klf12
Vom2r-ps45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vom2r-ps45
Cyb5rl,46,41,15.99996,47,30,207.000000029088,43,16,178.0002,48.00004,3,7,7,7,17.00004,0,Cyb5rl
Jam3,910,1067,568,1209,977,1850,569,608,1817,1186,519,478,598,739,795,155,Jam3
Mipol1,113,97,69,123,102,125,16,66,119,97,55,46,69,82,82,7,Mipol1
Caprin1,5181,5171,4085,7048,6370,6080,2925,3966,4922,5912,3219,2898,3109,3458,3084,610,Caprin1
Cidec,5,13,2,6,2,3,16,0,8,5,0,0,0,0,0,0,Cidec
Hmx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hmx1
Ndufs3,8200,8430,3994,11116,6140,12531,4191,3845,10193,7218,1806,1595,2383,3073,4425,814,Ndufs3
Tra2a,1105,1299,850,2135,1232,1443,610,887,1199,1381,672,626,745,776,664,115,Tra2a
Fut4,160,170,99,273,160,257,147,99,223,201,55,60,71,66,69,21,Fut4
Clasp2,2103.997,2243.996,1557.004,2969.002,2533,3194.004,1435.001,1648.001,2960.004,2685.003,1112,1111,1280.005,1467.001,1689.002,343,Clasp2
Fam133b,328,342,256,514,341,345,158,242,296,345,258,206,213,259,206,40,Fam133b
Ddx24,930,995,402,1136,799,2144,684,484,1927,949,245,185,230,343,684,163,Ddx24
Sprr2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sprr2d
Dmxl2,398,486,313,525,559,691,262,389,363,585,179,193,241,265,313,50,Dmxl2
Cpvl,22.67835,24.81991,12.2771622437,35.5355,13.3545,48.33342,6.11733,16.33119,47.7544,13.4132,7.18244,4.06271,9.4773,6.20952,5.14625,0,Cpvl
Smad6,15,33,2,25,13,239,21,5,187,13,2,4,4,6,10,0,Smad6
Jagn1,372,441,222,576,293,718,233,212,611,364,85,78,141,151,236,26,Jagn1
Mkrn2,784,832,381,1052,721,1162,428,417,1071,783,258,289,302,346,498,57,Mkrn2
Fcer1a,78,62,53,123,50,36,35,50,51,96,79.00003,46,69,40.99997,39,4,Fcer1a
C5h6orf163,9,14,9,14,3,5,2,0,8,5,3,1,0,3,5,0,C5h6orf163
Xkr7,8,7,3,2,7,12,5,0,17,1,2,4,1,3,4,0,Xkr7
Dleu7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dleu7
Szrd1,767,940,379,982,697,3957,463,389,3446,779,261,179,211,283,344,108,Szrd1
Foxp1,173.153,169.22,112.167,236,228.153,522.693,151,121,458.944,251,100,85,132,87,121.092,35,Foxp1
Ccm2l,47,42,10,26,30,363,52,16,371,32,4,5,4,11,32,9,Ccm2l
Rnaseh2b,367,424,243,691,412,517,203,289,380,485,143,107,154,213,204,35,Rnaseh2b
Lctl,41.31672,49.2779,38.2227,58.45288,65.863,51.5047,36.7864,35.6853,41.5576,70.139,24.37,21.9646,41.62202,30.7077,18.5439,3.56284,Lctl
Tnks1bp1,628,719,186,628,388,3204,608,243,3202,558,78,46,114,122,340,59,Tnks1bp1
Rc3h2,635,703,590,780,959,829,345.9996,560,771,876,445,468.9998,452,512,487,99,Rc3h2
Asb4,193,204,182,268,259,277,105,200,229,196,183,246,213,285,232,56,Asb4
Rab6b,57.99996,68,54,65,48,117.9996,20.000003,38,123.00023,84,23,21,28,15,44,1,Rab6b
Accs,59,88,34,83,55,134,43,34.00003,182,63,7,12,18,25,46,12,Accs
C8h11orf97,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,C8h11orf97
Il17re,32,24,14,32,43,60,23,15,56,23,13,5,22,5,20,0,Il17re
Lmo4,1292.0025,1277.0048,913,1623,1540,2287.0004,673.0001,749,1990.0036,1459,702,535,554,661,771,176.00015,Lmo4
Fezf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fezf2
Spata2,75,91,14,79,65,446,90,45,345,77,6,11,7,14,45,18,Spata2
Pibf1,345,372,365,561,435,350,190,315,351,362,266,268,269,267,266,16,Pibf1
Slitrk1,13,6,9,9,11,20,22,3,10,10,4,1,7,7,16,0,Slitrk1
C3ar1,84,84,49,115,67,110,61,45,158,82,20,23,37,46,57,18,C3ar1
Fbxo6,543,630,145,594,329,2297,392,143,2126,428,51,49,62,104,259,54,Fbxo6
Prdm12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prdm12
Hepacam,23,13,3,3,10,29,0,2,21,2,1,0,4,5,16,0,Hepacam
Tmem17,152,174,81,251,133,228,91,69,219,138,59,53,66,67,80,4,Tmem17
Cdcp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cdcp2
Epha2,94,109,23,94,77,397,62,32,385,86,8,14,12,18,44,0,Epha2
E4f1,77,98,24,76,53,600,77,21,455,51,5,7,5,18,47,2,E4f1
Copz2,371,455,149,590,313,826,258,210,685,465,95,64,122,183,283,17,Copz2
Crygn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crygn
Aplnr,2421.75,2542.33,1613.96,4653.24,2888.1,5034.98,1925.58,1515.99,2897.73,2553.78,699.028,683.433,782.159,645.587,968.964,203.76,Aplnr
Ankrd49,512,507,394,782,496,499,266,380,479,541,281,249,270,315,279,82,Ankrd49
Necap1,873,831,526,1260,828,1211,420,530,961,859,287,298,361,363,515,113,Necap1
Entpd8,1.00453,1.00001,3.0108,1.00196,9.00424,2.0008,0,3,3.00487,7.00346,0,6.00002,3,3.0006,2.00097,0,Entpd8
Oaf,353,496,81,445,258,2125,378,160,1682,370,37,28,62,69,166,43,Oaf
Abhd4,1009,1261,419,1325,940,2740,817,507,2612,1261,215,225,256,407,799,175,Abhd4
Exosc2,279.63622,309.73074,156.1122,340.23561,228.24785,519.44162,110.4237,126.8168,426.91117,249.52068,87.97919,107.5535,118.1788,127.04734,156.5902,23.94348,Exosc2
Pts,230.17,240.838,170.57,423.516,263.262,288.023,85.0289,170.913,207.466,272.461,140.616,110.627,156.521,160.411,172.642,38.3211,Pts
Poldip2,2662,2829,1017,3193,2034,5887,1704,788,4956,2201,412,344,529,750,1281,199,Poldip2
Igsf9b,7,5,1,2,1,32,0,0,10,5,0,0,0,0,1,0,Igsf9b
Gkn2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,Gkn2
Cdk6,78.0003,68.4658,40.2394,45.2077,98.6531,149.453,14.0046,32.9365,166.719,75.2174,37.1245,14.226,16.0183,32.0191,60.0093,7,Cdk6
Cnr2,62,59,38,102,60,137,43,20.00004,80.99997,57,15.99996,12,20.99997,19.99997,45,2,Cnr2
Ifi27,2378,2058,703,3735,1366,5375,2366,963,5400,1535,693,274,604,925,850,406,Ifi27
Erc1,1175.9995,1216,639.9995,1009.9999,1389.996,2423.002,818,789.9998,2606.002,1446,422.0001,336.9997,474.9996,694.0003,1044.9995,152.9999,Erc1
Kcnk9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kcnk9
Anp32b,2039,1956,1330,3648,2076,2553,1306,1435,2437,2307,1135,1075,1156,1269,1482,196,Anp32b
B3gnt2,600,556,342,879,544,828,326,366,673,620,245,233,243,328,305,80,B3gnt2
Cga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cga
Smarca4,1264,1483,428,1243,827,4398,855,429,3790,872,117,107,159,232,517,115,Smarca4
Fut11,129,180,79,162,144,258,68,70,225,137,41,40,53,68,104,18,Fut11
Kpnb1,4733,5130,3520,7174,5008,6088,2753,3228,4996,5220,2164,1952,2191,2492,2778,436,Kpnb1
Schip1,3649.0005,3657.0005,2226.99683,4969.9999,3436.0045,5066.003,2139.9999,2354.002,4525.003,4004.0044,1708.00464,1331.99883,1640.99511,2011.9967,2125.9987,315,Schip1
Ift88,141.8400803712,151.935136,97.2244,180.34,154.7428,161.071,75.00002,97.266,168.844,116.891,86.9537000438372,90.9863074978,89.9129,121.36206,101.95100308128,63.9798,Ift88
Mkrn1,808,938,394,1092,856,1589,518,474,1344,962,315,243,347,436,543,109,Mkrn1
Commd1,999,1061,501,1484,834,2187,657,555,1783,993,264,241,322,440,622,86,Commd1
Nub1,753,740,352,909,699,1725,593,409,1787,708,256,235,289,372,673,116,Nub1
Foxa1,1.03962,3.04688,0,2.00218,2.0025,5.00528,0,0,0,1.80955,0.394982,0,1.00066,0,1.05552,0,Foxa1
Eipr1,62,90,25,103,49,259,33,34,201,80,12,9,16,25,36,1,Eipr1
Noxa1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Noxa1
Fgf14,4,1,5,1,0,2,0,0,7,4,0,0,0,3,0,0,Fgf14
Galk2,369.9998,387.9999,199.0094,565.0005,311.0373,697.973,238.48,200.6576,563.999284,382,118.4667,110.442,187.0002,187.0267,289.0004,49.00003,Galk2
Nup35,450,440,222,621,366,397,190,207,362,364,161,159,171,193,225,44,Nup35
Dnase1l3,36,46,21,60,49,54,10,28,55,58,16,10,13,25,43,6,Dnase1l3
Snapc1,209,236,148,324,222,317,95,141,355,257,105,107,146,118,158,40,Snapc1
Chchd1,1574,1634,1064,2851,1328,2177,863,996,1760,1451,780,872,1028,982,1074,151,Chchd1
Fbxo44,107,111,24,106,77,600,67,39,440,91,9,4,16,10,31,11,Fbxo44
Adra2c,2,3,0,4,0,2,0,0,4,1,0,0,0,0,0,0,Adra2c
Tlk1,1333.511,1300.739,1302.659,2429.469,1972.799,1404.176,648.755,1039.8134,887.143,2135.737,1218.8045,1061.245,1082.748,1222.3978,973.1936,244.5812,Tlk1
Zfp623,178,202,92,231,165,244,94,93,216,198,66,49,51,94,113,21,Zfp623
Zwilch,143,89,80,148,132,92,49,79,80,111,57,51,43,56,42,19,Zwilch
Bcl2l10,3,0,0,1,0,2,0,0,2,0,0,0,0,1,3,0,Bcl2l10
Meaf6,182,173,77,247,164,472,118,110,366,172,56,33,73,58,144,24,Meaf6
Nmd3,1968.997,2024.998,1914.998,3472,2444.001,2011.003,1093,1940.999,1863,2590,1506,1574.001,1709.001,1920.999,1613,297.9999,Nmd3
Fstl3,115,104,43,146,74,209,57,50,208,96,27,20,24,19,58,12,Fstl3
Lrpap1,747,817,326,865,631,1776,550,344,1735,725,199,149,217,311,494,72,Lrpap1
Ivl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ivl
Bmp10,21,396,0,2,2,501,0,7,3,2,8,9,1,4,1,8,Bmp10
Ttll5,272,279,186,296,271,436,206,173,343,279,117,95,109,128,215,46,Ttll5
Ccdc126,282,320,234,493,333,468,265,267,306,420,244,241,210,244,164,44,Ccdc126
Atosb,143,152,47,146,102,871,118,66,643,113,17,14,22,30,107,10,Atosb
Wdr54,30.2803,16.0456,18.5603,29.1175,24.029,104.49,4.17452,12.7791,53.1659,25.8513,2.57758,3.59641,8.2283,17.3562,13.8776,16.5135,Wdr54
Fuca1,475,443,193,624,412,1415,349,213,1386,491,127,115,135,208,408,33,Fuca1
Smcp,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Smcp
Nr1d1,253.1278,523.5466,130.9998,407.2029,871.1287,6755.166,1097.6978,354.8886,5918.0149,919.1511,121,98.6747,195.9999,270.0002,606.7444,94,Nr1d1
Hck,59,66,27,93,40,168,62,30,200,54,20,12,27,28,46,6,Hck
Rec114,101,136,71,171,72,253,68,109,259,125,33,41,45,50,109,5,Rec114
Osgep,216,273,85,312,184,603,181,100,446,196,42,37,63,93,133,34,Osgep
Knstrn,58,36,24,66,24,38,8,11,18,25,7,8,12,3,4,2,Knstrn
Mapk15,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,Mapk15
Cenpe,219,166,170,266,123,132,66,81,38,129,44,45,46,39,25,4,Cenpe
Zbtb6,272,325,310,356,407,360,266,320,241,456,306,301,244,305,227,46,Zbtb6
Hivep3,95.49521,74.3193,52.34935,105.465,113.59318,246.4865,110.8026,57.17885,211.2691,106.19583,58.5027,50.6636,53.62544,53.25814,41.14502,1,Hivep3
Fcnb,22,8,4,14,13,73,7,2,73,13,2,5,2,4,23,8,Fcnb
Evpl,5,7,0,4,5,81,11,1,44,5,0,2,0,1,1,0,Evpl
Ugt8,7,6,8,12,24,11,8,8,7,13,9,8,17,7,12,0,Ugt8
Zbtb26,197,209,158,178,210,176,81,199,128,214,106,108,142,172,115,16,Zbtb26
Arhgap25,223,176,87,275,153,401,135,97,386,176,49,29,53,68,109,36,Arhgap25
Nos3,565.677,611.821,172.282,645.338,479.012,4259.01,417.625,231.849,3133.04,477.568,87.107,90.7926,140.194,149.687,262.432,50.0341,Nos3
Sez6,44,55,18,68,41,128,37,24,116,40,11,10,13,23,39,1,Sez6
Srp68,887,1140.995,324.00046,1015,669,3162.003,649,355.0004,2896.995,778.9996,136,104,182,242,574.0000024307,86,Srp68
Nrarp,235,228,141,476,220,591,116,170,346,260,101,92,68,71,77,16,Nrarp
Ogfr,359,298,101,342,229.0004,1585.0003,327,132,1743.999,255,69,34,68,83,214,33,Ogfr
Osgin2,365,354,257,486,442,337,221,202,270,402,208,189,262,262,167,53,Osgin2
Sh3bp1,26,32,17,35,23,211,19,15,214,29,8,2,6,11,21,12,Sh3bp1
Tor4a,95,89,21,115,70,302,41,36,293,63,18,22,20,21,55,18,Tor4a
Tbkbp1,104,115,31,117,97,563,77,44,559,97,23,11,28,24,85,17,Tbkbp1
Tacr3,1,8,1,6,6,6,8,1,7,5,0,0,5,2,2,0,Tacr3
Olr440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olr440
Nelfb,574,616,172,539,448,2272,438,193,2104,467,79,58,75,148,356,73,Nelfb
Rpl4,14710.2,15807.5,7652,21515.4,12222.2,22765.5,9623.43,8089,21915.7,15121.4,5845.71,5150.74,6386.72,8050,12420.1,1824,Rpl4
Mapk6,1762,1938,1249,2168.002,1761,2878.998,868,1137,1836.004,2013,628,583,642,789,900,146,Mapk6
Mettl8,129.00005,122.99995,42.00002,124.99997,122.99999,127.00005,51.00001,36.99999,124.99995,103.00001884,56.00001,55.99998,35.000045,74.00002,89.99999,7,Mettl8
Pik3cg,454,384,271,596,425,653,263,258,463,482,208,155,200,231,341,72,Pik3cg
Sptssb,3,0,3,4,1,2,0,0,2,0,6,2,1,0,3,0,Sptssb
Ripk2,562,553,475,1013,705,855,397,492,834,847,400,391,519,542,412,111,Ripk2
Edn2,5,0,0,0,0,7,0,1,4,1,0,0,0,0,0,0,Edn2
Kbtbd4,389.134,414.7018,179.1565,438.5796,286.4852,570.4833,294.6258,213.3358,454.2227,386.1491,97.0707,60.0208,110.1577,153.0748,251.396,26,Kbtbd4
Tceanc2,162,135,84,154,121,327,46,111,283,145,62,49,91,82,105,5,Tceanc2
Fads2b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fads2b
Lmo2,634.000000385365,511.000500037578,425.000000346942,1212.00000279651,688.000000948289,908.000000015607,336.00000268933,511.000000016192,827.9996,721.999800016336,454.00020231732,441.0000034316,372.00000168036,437.000000206162,428.000000548527,80.00000190178,Lmo2
Rabgap1,2266.25,2328.68,1925.92,3144.81,2948.19,3013.23,1405.46,1767.55,2627.26,2715.07,1353.49,1374.86,1418.34,1807.82,1641.98,393.705,Rabgap1
Dcaf17,147,171,149,141,233,189,110,121,145,151,92,113,113,152,119,35,Dcaf17
Tm9sf4,679,786,294.9995,750,506,1209,331.9995,308.0003,1028,592,155.9996,151.0000081696,200,242,421,76.00003,Tm9sf4
Fbxo2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,Fbxo2
Chn2,157.0002,170.9996,110,239.9998,154.0003,283.0001,113,81,273.0002,192.0004,64,71,92,79,129,29,Chn2
Lrch1,270,309,188,294,259,542,225,191,561,314,192,155,111,178,223,11,Lrch1
Creld1,375,442,116,465,235,1517,262,106,1447,369,41,37,57,102,230,15,Creld1
Ptprg,897,1049,517.0004,891,909.9997,1758.998,609,560.9996,1966.001,1260,258,253.9997,267,425,581,166,Ptprg
Ivd,4355.93,5050,1904,5699,3061,11696.4,2905.66,1917,8996.62,3526.6,601,443,858,1180.63,2171,452,Ivd
Hmgcl,558,493,155,652,437,2218,460,230,2895,681,111,94,176,242,623,119,Hmgcl
Fgf7,60,77,46,78,117,80,41,65,106,99,86,45,75,76,121,27,Fgf7
Tbx21,37,41,19,71,34,134,6,23,102,43,10,3,5,6,34,0,Tbx21
Gnl2,755,800,408,938,633,1111.99,379,427,1013,760,275,246,361,450,567,108,Gnl2
Tbc1d4,1275.997,1540.001,1199.999,1613,1857.002,2456.002,945,1180,2430,1721.002,727.0002,849.0004,954.0005,1233,1300.004,179,Tbc1d4
Eif2s1,2179,2359,2151,3952,2525,2016,1106,1748,1654,2828,1437,1482,1528,1835,1538,304,Eif2s1
Mcub,30,30,6,22,18,43,8,13,34,19,6,0,3,13,10,0,Mcub
Inhca,490.00015,533.99975,252.0004,645.99957,467,1158.00015,260,314,864.00045,446,176.9996,168,141.9999,185.9996,401,92,Inhca
Hemgn,154,80,49,53,116,117,11,30,52,102,19,10,9,10,18,8,Hemgn
Ewsr1,1191.5724,1179.831,395.16554,972.6668,1002.15,3502.172,729.2143,389.6018,2893.186,886.9522,102.843,154.074,101.948,220.541,663.4623,0,Ewsr1
Serpina6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Serpina6
Eef1a1,25445.1,25649.6,8388.69,29543.3,17672.8,45830,15809.4,9587.14,47715.4,23025.7,5716.66,4307.51,6645.98,8588.11,20920.8,2994.7,Eef1a1
Gucy1b2,3.000000331582,0,0,0,1.000000178172,0,0,0,2,1,0.999999544861,0,0,0,0,0,Gucy1b2
Rxra,155,204,36,94,139,1543,169,66,1377,148,15,12,17,44,113,15,Rxra
Fam221a,2.999999,8,1,6,2.999997,9,0,12,18,6.000003,3.999996,3.000004,7,1.999997,10,0,Fam221a
Papln,155.702,195.678,66.6309,160.786,191.215,1707.84,143.28,66.7477,1313.34,152.819,46.9194,48.7755,48.1811,66.7393,89.5989,23.2642,Papln
Trim35,3062,3472,2101,3735,3216,6941,1597,1891,5834,3745,1090,1040,1183,1334,1784,425,Trim35
Hcn4,160,419,170,336,154,1399,131,231,1167,265,95,68,62,76,207,25,Hcn4
Prpf38a,731,720,529,1224,737,863,398,533,730,746,391,348,434,445,400,123,Prpf38a
Mob3b,34,37,29,15,50,53,30,32,53,62,27,23,23,25,42,4,Mob3b
Slc35f6,292,251,124,395,230,762,170,118,696,296,54,72,87,148,185,29,Slc35f6
Pdzd8,1074,1243,994,1623,1459,1417,681,903,1166,1266,814,859,801,865,728,186,Pdzd8
Scp2d1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,Scp2d1
Ccdc90b,887,934,813,1563,1137,1130,617,781,978,1262,724,741,793,875,767,114,Ccdc90b
Sfrp2,189,224,116,208,174,402,137,112,319,214,184,144,125,72,144,26,Sfrp2
Unc45b,2163.001,2255.002,747,2337.004,1505.002,7527.998,1217.998,874,6019.001,1732.996,325,293.0001,418,541,1198.997,185.0005,Unc45b
Il12a,2,4,4,2,4,7,9,2,8,6,0,1,4,1,4,0,Il12a
Flnb,1281,1308,362.9996,1264,987,4324.004,789.00017,439,3724.999,969,190.0003,123.00000242691,187.9997,296,865,148,Flnb
Epsti1,75,58,43,101,87,86,26,36,69,46,39,30,44,30,36,6,Epsti1
Osbpl7,86.8839,95.8134,20.4495,97.1451,62.2126,411.957,73,36.0792,356.0923,77.7454,24,12.1004,19,25.0568,44,19,Osbpl7
Ddx42,1670,1772,1237,2459,1777,2203,973,1182,1955,1824,890,674,821,982,1216,211,Ddx42
Rgd1359108,569,541,320,623,453,522,222,277,441,412,220,191,220,334,271,62,RGD1359108
Ddhd1,345,451,242,472,303,678,244,256,522,362,187,166,189,161,233,82,Ddhd1
Emx2,2.0696,1.02581,5.3221,2.0659,6.29946,4.05336,5.40028,6.30372,5.04543,19.0833,3.40019,1.23396,4.48476,3.28534,5.18279,4.02678,Emx2
Ptcd3,3371.997,3711.005,2846.001,5102.01,3673,3199.001,1706,2488.005,2562.002,3870,1772,1610.999,1878,2161,2022,560.9999,Ptcd3
Gpr160,56,56,28,97,74,58,21,32,114,74,52,51,53,93,121,15,Gpr160
Cyp7a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyp7a1
Phc3,213.0003,261.9998,172.0002,129.0003,352.0002,729,166.0002,188.9995,646,297.0002,137.99977,133.99963,119.9999,200.0001,216.9999,53.00002,Phc3
Trmo,130,132,76,195.425,124.074,272.354,136,112,265.068,145.048,70.1931,65,64,56.033,92.1069,21.0553,Trmo
Src,171.70685,161.2652,42.06313,147.23609,116.26587,597.1664,79.3252,47.1271,537.7036,168.49021,33.0538,20.0153,28.02729,39.09542,91.26991,25,Src
Hinfp,154,177,57,164,113,363,73,60,333,139,27,18,26,47,96,0,Hinfp
Depdc1,90,40,58,102,48,36,1,23,12,42,14,6,26,15,2,0,Depdc1
Cd164l2,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,1,Cd164l2
Mre11,999.167,971.437,614.69,1332.66,842.159,1327.07,689.992,580.539,1207.01,891.866,391.121,299.744,402.788,490.236,525.423,101.415,Mre11
Esd,3513.002,3650.001,2282,5144,2920,3242.997,1659.004,2273.998,2699.996,3339.0024,1395.999,1259.9996,1711.0029,1970.995,2256.001,382,Esd
Akr1b1,4540,5456,2182,6253.94,3416,10140,2668,2389,8386,4226,1258,1072,1799,2096,3361,654,Akr1b1
Mme,53,70,99,94,67,108,49,87,61,93,52.99999,52,57.99999,35.99996,50,20,Mme
Pgm3,160.9998,171.9996,69,160.9997,137.0004,294.9995,92,68,221.9996,151.9996,37,36.99999,49,59.00001,71,1,Pgm3
Adra1a,246,312,102,152,258,821,177,109,809,208,36,37,49,115,151,7,Adra1a
Rab11fip2,177,151,135,137,243,252,139,171,239,227,108,79,133,175,147,30,Rab11fip2
Or5g25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Or5g25
Sdcbp2,8,6,4,7,3,18,4,1,24,9,0,1,4,6,8,3,Sdcbp2
Uchl3,720.828,686.983,590.344,1329.56,652.777,732.655,260.968,724.31,649.4,847.461,665,573,619.848,547.198,491.54,64.5171,Uchl3
Col9a3,3,0,1,2,3,33,0,0,43,0,0,0,0,0,3,4,Col9a3
Erich3,0,0,0,2,1,4,0,0,7,3,5,1,1,1,1,0,Erich3
Stoml2,735,880,290,908,550,2275,547,348,1838,684,153,129,168,238,439,81,Stoml2
Pgp,1092,1341,562,1534,1113,2022,771,697,1845,1307,287,215,360,453,658,127,Pgp
Etfdh,17139,16659,12880,24958,21577,20926,11675,13574,22332,20139,9789,8227,10917,14938,13608,2501,Etfdh
Khdrbs3,798,886,445,1252,687,1125,483,482,1115,901,343,398,423,436,457,87,Khdrbs3
Gpr3,0,2,2,3,0,3,0,4,1,1,0,2,1,0,0,0,Gpr3
Kcnh5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,Kcnh5
Polr1a,676,630,317,705,533,1620,406,303,1598,663,128,116,175,330,451,85,Polr1a
Fpgt,501.0004,496,372.99972,724.9998,570.99992,531.0004,253.00021,386.9998,521.9999,645.9997,398.9999,354.0004,368.0005,434.0002,395,85,Fpgt
Fbxo3,3482.99,3753.14,3006.01,5212.22,4345.14,3885.74,2310.71,3169.62,3663.24,4765.99,2230.58,2386.02,2474.21,3060.62,2816.98,630.948,Fbxo3
Sqle,283,356,232,512,302,262,111,135,182,275,166,126,124,164,109,24,Sqle
Serinc3,4053,4229,3090,5854,5244,6374,2985,3499,5794,5838,2839,2772,3190,3673,3551,865,Serinc3
Lrriq3,11,14,15,24,23,18,23,25,14,17,6,10,9,16,14,4,Lrriq3
Prokr1,7,2,0,0,0,2,0,0,1,0,0,1,2,1,1,0,Prokr1
Krt2,226,147,18,274,217,386,177,28,478,226,42,47,28,54,145,42,Krt2
Prr15,17,35,13,34,23,58,8,18,70,34,22,13,5,17,23,0,Prr15
Pdk4,3601,2724,1362,2193,12705,4435,5843,3469,19653,6696,9251,6178,9246,20465,14274,4322,Pdk4
Phf12,323.9997,390.99988,163.99994,356.0002,350.9997,1249,265.9999,205,1040.9997,379.9994,135,115,139.99996,155.99994,266.9997,47.99998,Phf12
Mrpl10,794.015,874.105,415,1180.48,668.933,1681.1873,612.799,463.474,1513.4,796,198.897,175.047,287.28,356,527.195,99,Mrpl10
Hdac1,1112.88,1155.87,510,1664.83,977,1560,713,626,1418.69,1078,345.826,327,369.549,438,645,138,Hdac1
Pdxp,113,150,37,122,50,279,32,31,287,90,10,15,22,31,55,6,Pdxp
Wipf3,2298.9961,2820.001,1555.0019,2606.9971,2118.0017,4537.002,1286.997,1351.9988,3036.003,2497.9956,747.00021,547.00245,773.9999,831.0002,1193.9997,233.00039,Wipf3
Hgfac,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,Hgfac
Crct1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crct1
Ubiad1,289,282,90,318,179,671,151,85,582,198,49,27,47,76,135,46,Ubiad1
Xpa,129,137,91,272,144.24,144.23,88,131,162,177,105,107,106,120,195,27,Xpa
Ndst4,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Ndst4
Lca5,52.99997,59.99997,33,59,56,82.99998,66,31,41,46.00003,22,20,32,14,38,4,Lca5
Lce1m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lce1m
Rpe65,28.13913,33.2261,16.2077,35.278,12.0131,26.119,34.0499,22.1691,13.02029,21.2323,5.06419,10.07283,7.0551,16.2373,6.05175,0,Rpe65
Rps11l1,1.00037,1.00014,0,4,1.00047,0,0,0,0,0,0,0,0,0,0,0,Rps11l1
Tcf20,741,909,502,896,892,1387.31,496,523,1387,973,351,327,392,436,636,182,Tcf20
